leg_black,treat_out,responded,totalpop,medianhhincom,black_medianhh,white_medianhh,blackpercent,statessquireindex,nonblacknonwhite,urbanpercent,leg_senator,leg_democrat,south
0,1,0,5.895,3.4747,0.7955,1.8369,0.009177269,17.00000018,0,0.693280101,1,1,0
0,0,0,2.9552,3.5512,0.7959,1.7629,0.002199513,17.00000018,0,0.387674242,0,1,0
0,1,1,5.9051,3.6428,0.5758,1.7596,0.003420772,17.00000018,0,0.308246732,1,1,0
0,1,0,2.9388,3.6955,1.0855,1.8777,0.003879134,17.00000018,0,0.471117198,0,1,0
0,0,1,5.8909,3.736,0.8049,1.8478,0.004498464,17.00000018,0,0.237531736,1,1,0
0,1,1,2.9301,4.4012,0.9009,2.0398,0.004743865,17.00000018,0,0.338315547,0,0,0
0,1,1,5.9184,4.2808,1.5202,2.1409,0.022641253,17.00000018,0,0.881692111,1,1,0
0,0,0,2.9228,3.7756,1.6879,1.8354,0.002805529,17.00000018,0,0.23608689,0,0,0
0,1,1,6.0084,3.1548,1.0584,1.7698,0.158411562,17.00000018,0,0.931067705,1,1,0
0,0,1,2.9554,3.7392,0.2817,1.9491,0.002030182,17.00000018,0,0.470031768,0,0,0
0,0,1,5.8494,3.6888,0.9239,1.7694,0.003778165,17.00000018,0,0.157352343,1,1,0
0,0,1,2.963,3.3875,0.7066,1.9623,0.015761053,17.00000018,0,0.96555692,0,1,0
0,1,0,5.9187,3.5915,1.1346,1.7735,0.018956866,17.00000018,0,0.638618708,1,1,0
0,1,0,2.932,3.5377,2.0229,1.7184,0.002523874,17.00000018,0,0.409668386,0,1,0
0,0,0,5.8799,3.6857,1.0084,2.0059,0.014558071,17.00000018,0,0.988874078,1,1,0
0,0,0,2.9479,3.6763,1.9267,1.7972,0.001628278,17.00000018,0,0.255476207,0,1,0
0,1,0,5.945,5.0014,1.237,2.6019,0.026072331,17.00000018,0,0.600025415,1,1,0
0,0,1,2.9572,3.6081,0.4507,1.7208,0.005207629,17.00000018,0,0.360237151,0,1,0
0,1,0,5.8866,4.0862,3.0547,1.8594,0.008561818,17.00000018,0,0.378241688,1,1,0
0,1,0,2.9409,3.8743,0.5474,1.8551,0.005202489,17.00000018,0,0.239695683,0,0,0
0,0,1,5.9992,4.0819,2.1517,2.0113,0.036404856,17.00000018,0,0.987267137,1,1,0
0,0,1,2.95,3.6113,1.5531,1.8405,0.00379661,17.00000018,0,0.235454619,0,1,0
0,0,1,5.9015,5.0639,1.8417,2.4043,0.010488859,17.00000018,1,0.669579744,1,1,0
0,1,1,2.9428,4.1449,0.8572,1.9448,0.015529428,17.00000018,0,0.900864959,0,1,0
0,0,1,5.9997,4.6875,1.1932,2.637,0.053602681,17.00000018,0,0.992559254,1,1,0
0,0,1,2.9756,4.3989,1.8186,2.3403,0.029674686,17.00000018,0,0.865248203,0,1,0
0,0,0,5.8873,4.0022,1.9397,1.8804,0.003295229,17.00000018,0,0.22112602,1,0,0
1,0,1,3.0146,3.3614,0.6896,1.8471,0.054866318,17.00000018,0,0.9437868,0,1,0
0,1,0,5.9136,4.5342,1.2365,2.0137,0.010501218,17.00000018,0,0.574607193,1,1,0
1,1,0,2.9938,2.9668,1.1365,1.6663,0.262676209,17.00000018,0,0.917671382,0,1,0
0,0,1,5.8851,3.7195,1.1515,1.9624,0.010076294,17.00000018,0,0.534092724,1,1,0
0,0,0,2.9228,4.0013,1.4168,1.8642,0.002942384,17.00000018,0,0.277895451,0,1,0
0,1,0,5.9514,3.8252,1.2801,2.0792,0.025876261,17.00000018,0,0.856146932,1,1,0
0,0,1,2.9266,3.4679,0.7049,1.6749,0.004612861,17.00000018,0,0.045736257,0,1,0
0,1,0,5.9065,4.4724,1.0885,2.2476,0.007703377,17.00000018,0,0.58873111,1,0,0
0,1,0,2.9513,3.7098,0.8458,1.7768,0.00240572,17.00000018,0,0.379324228,0,1,0
0,0,1,5.9082,3.4578,1.2967,1.7911,0.027334891,17.00000018,0,0.506962478,1,1,0
0,0,0,2.9674,3.4805,1.1434,1.77,0.035418212,17.00000018,0,0.887175143,0,1,0
0,1,0,5.8757,3.527,0.723,1.7796,0.003863369,17.00000018,0,0.335977018,1,0,0
0,1,1,2.9315,3.7184,0.7734,1.8542,0.011495821,17.00000018,0,0.984276175,0,1,0
0,1,0,5.899,4.0893,1.0901,1.9482,0.008255637,17.00000018,0,0.591213942,1,0,0
0,1,1,2.9484,3.6449,1.1367,2.1604,0.017602768,17.00000018,0,0.993023634,0,1,0
0,1,0,5.8775,3.6859,0.4229,1.826,0.003777116,17.00000018,0,0.218577042,1,0,0
0,1,0,2.9514,5.9249,0.3495,2.5318,0.005726096,17.00000018,0,0.206047013,0,1,0
0,0,0,5.8788,3.5369,1.0183,1.7745,0.002415459,17.00000018,0,0.208074898,1,0,0
0,1,0,2.9936,4.0621,1.2829,2.6823,0.046131749,17.00000018,0,0.927479982,0,1,0
0,0,0,5.8956,5.8013,1.9996,3.4734,0.018844562,17.00000018,0,0.990478814,1,0,0
0,0,0,2.9675,3.9951,3.1518,1.8253,0.014456613,17.00000018,0,0.298370928,0,1,0
0,1,0,2.9191,4.1805,0.8333,1.8928,0.002569285,17.00000018,0,0.456892848,0,0,0
0,0,1,5.9473,5.279,2.0979,2.7354,0.025557816,17.00000018,0,0.994365394,1,0,0
0,0,0,3.0018,3.565,2.2872,1.8781,0.047338262,17.00000018,0,0.976754904,0,1,0
0,0,1,2.9974,4.6573,1.8615,2.1392,0.025455393,17.00000018,0,0.998307943,0,1,0
0,1,0,5.9764,3.9258,1.1083,1.9288,0.061424937,17.00000018,0,0.973906398,1,1,0
0,1,0,2.9471,5.1552,2.2687,2.4503,0.012927963,17.00000018,0,0.434646338,0,0,0
0,1,0,5.8913,5.8556,1.3543,2.7318,0.008877497,17.00000018,0,0.821331739,1,0,0
0,1,0,2.9544,4.9738,1.4514,2.3584,0.008055781,17.00000018,0,0.900792003,0,0,0
0,0,1,5.918,3.9081,1.1915,1.7886,0.003920243,17.00000018,0,0.45138514,1,0,0
0,1,0,2.9693,5.0578,1.6009,2.618,0.027649613,17.00000018,0,0.990154028,0,0,0
0,0,1,5.9259,4.7905,2.4552,2.0291,0.00335814,17.00000018,0,0.484562993,1,1,0
0,1,0,3.0304,4.2246,1.0641,2.6568,0.079032473,17.00000018,0,0.994899929,0,1,0
0,0,1,5.9156,3.7449,1.1189,1.8687,0.005848942,17.00000018,0,0.341386437,1,1,0
0,1,1,2.9309,4.1932,1.9266,1.8859,0.003411921,17.00000018,0,0.273629367,0,0,0
0,1,1,2.9564,3.8074,1.9619,1.8746,0.003179543,17.00000018,0,0.170070767,0,0,0
0,1,0,5.9279,4.1658,1.4102,2.0359,0.007017662,17.00000018,0,0.578967214,1,0,0
0,1,0,2.9419,4.1502,1.0897,2.0061,0.011115266,17.00000018,0,0.603361905,0,1,0
0,1,0,5.9549,4.7684,1.3409,2.6772,0.058758333,17.00000018,0,0.983070314,1,0,0
0,1,0,2.9717,5.0129,1.4886,2.0213,0.009893327,17.00000018,0,0.542770207,0,1,0
0,1,0,5.9169,4.4939,1.2744,2.0559,0.015007859,17.00000018,0,0.484325945,1,0,0
0,0,1,2.958,3.6615,1.4571,2.0933,0.01494253,17.00000018,0,0.884558082,0,1,0
0,0,0,6.0446,3.6037,1.0421,1.9193,0.105598383,17.00000018,0,0.996584237,1,1,0
0,0,0,2.9271,3.774,0.4,1.8465,0.005158689,17.00000018,0,0.197552457,0,0,0
0,1,0,5.9036,3.7712,1.0115,1.996,0.030201912,17.00000018,0,0.541783869,1,1,0
0,1,0,2.9821,2.8804,0.962,1.5672,0.027631532,17.00000018,0,0.961176097,0,1,0
0,1,0,5.8941,3.6482,1.4038,1.8325,0.005530955,17.00000018,0,0.303305715,1,1,0
0,1,0,2.9693,4.731,1.6085,2.5919,0.024113428,17.00000018,0,0.773581862,0,1,0
0,1,0,5.9112,3.7016,1.3365,1.8743,0.027473271,17.00000018,0,0.54650414,1,1,0
0,0,1,2.9426,5.2638,1.0417,2.5317,0.010398967,17.00000018,0,0.485172868,0,0,0
0,0,0,5.8743,3.0487,1.2725,1.5829,0.008290349,17.00000018,0,0.521639168,1,1,0
0,0,0,2.9639,3.8747,1.1469,1.9481,0.00502716,17.00000018,0,0.687698007,0,1,0
0,1,0,5.921,3.1346,0.8147,1.596,0.003056916,17.00000018,0,0.312630028,1,0,0
1,0,1,2.9592,3.4635,1.1969,1.8501,0.037307382,17.00000018,0,0.841413796,0,1,0
0,0,0,5.8975,4.2213,1.1221,1.989,0.007087749,17.00000018,0,0.388141394,1,0,0
0,1,0,2.949,3.4505,1.4781,1.7342,0.017327908,17.00000018,0,0.168434367,0,0,0
0,0,1,5.9295,3.5847,1.0495,1.7984,0.013508728,17.00000018,0,0.98771739,1,1,0
0,0,0,2.9241,3.6319,0.8838,1.8324,0.002735885,17.00000018,0,0.345556796,0,0,0
0,0,1,2.9516,3.4391,0.6487,1.7194,0.00498035,17.00000018,0,0.325970054,0,0,0
0,1,0,2.9198,3.9323,0.8399,1.8785,0.003527639,17.00000018,0,0.204803318,0,0,0
0,0,0,2.9792,4.2359,1.1733,2.0223,0.012889367,17.00000018,0,0.997474968,0,0,0
0,1,1,2.9349,3.447,0.3428,1.8035,0.005451634,17.00000018,0,0.218907446,0,0,0
0,0,1,2.9426,3.9417,0.8521,1.8472,0.00210698,17.00000018,0,0.218244731,0,0,0
0,0,1,2.9406,3.5969,1.3758,1.7317,0.0030606,17.00000018,0,0.430804819,0,0,0
0,1,0,2.9382,3.4696,0.4905,1.8171,0.001769791,17.00000018,0,0,0,0,0
0,0,1,2.9535,6.0748,2.1414,3.6047,0.019739293,17.00000018,0,1,0,0,0
0,0,0,2.9421,5.4711,1.8825,3.3425,0.017946364,17.00000018,0,0.981069803,0,0,0
0,1,0,2.9766,5.9537,1.9227,2.9432,0.018410267,17.00000018,0,0.988127828,0,0,0
0,1,0,2.9907,4.1791,1.0092,2.032,0.045006186,17.00000018,0,0.946419239,0,1,0
0,1,1,2.9358,6.2446,1.0353,2.9613,0.008822127,17.00000018,0,0.658084273,0,0,0
0,1,1,2.9555,5.4939,2.2454,2.5042,0.008932499,17.00000018,0,0.975659549,0,0,0
0,1,0,2.9701,4.3345,1.1215,1.9271,0.004949328,17.00000018,0,0.587829173,0,0,0
0,1,0,2.9479,3.5598,1.4041,1.65,0.002883409,17.00000018,0,0.324651688,0,0,0
0,1,1,2.9521,4.5156,1.3478,1.9875,0.001930829,17.00000018,0,0.176364124,0,0,0
0,1,0,2.9738,5.0669,2.6743,2.0707,0.004775035,17.00000018,0,0.809394002,0,0,0
0,0,0,2.9764,3.6647,1.1743,1.919,0.010180083,17.00000018,0,0.67615962,0,1,0
0,0,1,2.9392,3.8515,0.9932,1.8193,0.001462983,17.00000018,0,0,0,0,0
0,1,0,2.9589,4.2489,1.1959,1.9442,0.004089358,17.00000018,0,0.34778586,0,0,0
0,1,0,2.969,4.076,1.4527,2.1333,0.009936005,17.00000018,0,0.809065878,0,1,0
1,1,1,2.9878,4.0965,1.2322,2.4691,0.100006692,17.00000018,0,0.997463942,0,1,0
0,0,0,2.9671,5.4226,1.9696,2.8619,0.017222203,17.00000018,0,0.967805028,0,0,0
0,0,0,2.9511,4.5538,3.1744,2.0354,0.004913422,17.00000018,0,0.446856856,0,0,0
0,1,0,2.9658,4.4257,1.1152,2.078,0.025052261,17.00000018,0,0.523478746,0,1,0
0,1,0,3.0078,4.4231,1.3342,2.1285,0.089467384,17.00000018,0,0.993121207,0,1,0
0,0,1,3.0368,2.9633,0.8571,1.6802,0.121575333,17.00000018,0,1,0,1,0
0,0,1,2.9303,4.1801,1.1073,1.9522,0.007541889,17.00000018,0,0.127200916,0,0,0
0,0,0,2.9733,3.4753,1.0007,2.0392,0.052534223,17.00000018,0,0.926928103,0,1,0
0,0,1,2.934,3.97,0.8745,1.835,0.006066803,17.00000018,0,0.257567972,0,1,0
0,0,1,2.9361,4.0333,0.8318,1.9535,0.022104152,17.00000018,0,0.291384399,0,0,0
0,0,1,2.9751,3.4508,1.6114,1.7947,0.032772008,17.00000018,0,0.76663667,0,1,0
0,0,1,2.9537,3.1292,1.4115,1.6528,0.012966787,17.00000018,0,0.849250495,0,1,0
0,1,1,2.9206,2.9697,0.8203,1.5146,0.003560912,17.00000018,0,0.209511191,0,1,0
0,1,0,2.9661,3.1133,0.8496,1.6063,0.005057146,17.00000018,0,0.416475445,0,1,0
0,0,0,2.9549,3.1553,0.6886,1.5858,0.001049105,17.00000018,0,0.214574605,0,0,0
0,1,1,2.9497,3.6202,0.8719,1.7823,0.01064515,17.00000018,0,0.379644305,0,0,0
0,0,1,2.9478,4.8972,2.1308,2.1939,0.003528055,17.00000018,0,0.397582918,0,0,0
0,1,0,2.9554,3.5003,1.2368,1.8466,0.013128511,17.00000018,0,0.99703604,0,0,0
0,0,0,2.9741,3.6579,0.9492,1.751,0.013886554,17.00000018,0,0.978375673,0,1,0
0,0,0,3.6797,3.2646,0.7504,1.7684,0.00217409,13.79999965,0,0.269216448,0,0,0
0,0,1,3.6797,3.2646,0.7504,1.7684,0.00217409,13.79999965,0,0.269216448,0,0,0
0,0,1,3.6797,3.2646,0.7504,1.7684,0.00217409,13.79999965,0,0.269216448,1,0,0
0,0,0,3.6183,3.0911,1.8109,1.5914,0.002017522,13.79999965,0,0.16189532,0,1,0
0,0,1,3.6183,3.0911,1.8109,1.5914,0.002017522,13.79999965,0,0.16189532,1,0,0
0,1,0,3.5918,4.1017,0.7512,1.9019,0.00233866,13.79999965,0,0.542455435,0,0,0
0,1,0,3.5918,4.1017,0.7512,1.9019,0.00233866,13.79999965,0,0.542455435,0,0,0
0,1,0,3.5918,4.1017,0.7512,1.9019,0.00233866,13.79999965,0,0.542455435,1,0,0
0,0,0,3.7031,3.3227,1.6167,1.8122,0.003699603,13.79999965,0,0.976778209,0,0,0
0,1,0,3.7031,3.3227,1.6167,1.8122,0.003699603,13.79999965,0,0.976778209,0,1,0
0,0,1,3.7031,3.3227,1.6167,1.8122,0.003699603,13.79999965,0,0.976778209,1,0,0
0,1,0,3.5488,3.9912,0.4979,1.9298,0.003212353,13.79999965,0,0.63621819,0,0,0
0,1,1,3.5488,3.9912,0.4979,1.9298,0.003212353,13.79999965,0,0.63621819,1,0,0
0,1,0,3.5578,3.2524,1.7937,1.7177,0.007729496,13.79999965,0,0.597196102,0,1,0
0,0,0,3.5578,3.2524,1.7937,1.7177,0.007729496,13.79999965,0,0.597196102,0,0,0
0,0,0,3.5578,3.2524,1.7937,1.7177,0.007729496,13.79999965,0,0.597196102,1,0,0
0,1,1,3.8036,3.6282,1.0441,1.9297,0.003733305,13.79999965,0,0.827007353,0,1,0
0,0,1,3.8036,3.6282,1.0441,1.9297,0.003733305,13.79999965,0,0.827007353,1,0,0
0,1,0,3.6492,3.1687,0.4988,1.622,0.00142497,13.79999965,0,0.141929492,0,0,0
0,1,0,3.6492,3.1687,0.4988,1.622,0.00142497,13.79999965,0,0.141929492,1,0,0
0,0,1,3.6032,3.1713,1.0733,1.5929,0.002025977,13.79999965,0,0.47555095,0,0,0
0,1,1,3.6032,3.1713,1.0733,1.5929,0.002025977,13.79999965,0,0.47555095,0,0,0
0,0,0,3.6032,3.1713,1.0733,1.5929,0.002025977,13.79999965,0,0.47555095,1,0,0
0,1,1,3.7636,3.193,1.2793,1.6607,0.004649803,13.79999965,0,0.809944153,0,0,0
0,0,0,3.7636,3.193,1.2793,1.6607,0.004649803,13.79999965,0,0.809944153,0,0,0
0,1,1,3.7636,3.193,1.2793,1.6607,0.004649803,13.79999965,0,0.809944153,1,0,0
0,1,1,3.5836,3.6039,1.2089,1.6089,0.001925438,13.79999965,0,0.393043876,0,0,0
0,0,1,3.5836,3.6039,1.2089,1.6089,0.001925438,13.79999965,0,0.393043876,0,0,0
0,1,0,3.8835,3.3023,1.8105,1.5259,0.005175744,13.79999965,0,0.984363735,0,0,0
0,1,0,3.8835,3.3023,1.8105,1.5259,0.005175744,13.79999965,0,0.984363735,0,0,0
0,0,0,3.8835,3.3023,1.8105,1.5259,0.005175744,13.79999965,0,0.984363735,1,0,0
0,0,0,3.7058,4.14,1.693,1.8735,0.003346106,13.79999965,0,0.702899098,0,0,0
0,1,0,3.7058,4.14,1.693,1.8735,0.003346106,13.79999965,0,0.702899098,0,0,0
0,0,0,3.8766,6.1721,2.1398,2.622,0.005752463,13.79999965,1,0.758131206,0,0,0
0,1,0,3.8766,6.1721,2.1398,2.622,0.005752463,13.79999965,0,0.758131206,0,0,0
0,0,1,3.8766,6.1721,2.1398,2.622,0.005752463,13.79999965,0,0.758131206,1,0,0
0,1,1,3.8062,4.0985,1.9031,2.2705,0.007408964,13.79999965,0,1,0,1,0
0,1,0,3.8062,4.0985,1.9031,2.2705,0.007408964,13.79999965,0,1,0,1,0
0,1,0,3.8062,4.0985,1.9031,2.2705,0.007408964,13.79999965,0,1,1,1,0
0,0,0,3.8209,5.3417,1.0257,2.1031,0.006909368,13.79999965,0,0.991826832,0,0,0
0,1,0,3.8209,5.3417,1.0257,2.1031,0.006909368,13.79999965,0,0.991826832,0,0,0
0,1,0,3.8209,5.3417,1.0257,2.1031,0.006909368,13.79999965,0,0.991826832,1,0,0
0,0,0,3.7603,5.322,0.6964,2.0924,0.005345318,13.79999965,0,0.72327894,0,0,0
0,1,0,3.7603,5.322,0.6964,2.0924,0.005345318,13.79999965,0,0.72327894,0,0,0
0,1,0,3.7603,5.322,0.6964,2.0924,0.005345318,13.79999965,0,0.72327894,1,0,0
0,1,0,3.6952,3.5717,1.6541,1.8328,0.028496427,13.79999965,0,0.485748857,0,0,0
0,1,1,3.6952,3.5717,1.6541,1.8328,0.028496427,13.79999965,0,0.485748857,1,0,0
0,0,1,3.7786,3.2799,1.5745,1.6415,0.002196581,13.79999965,0,0.359739304,0,0,0
0,0,1,3.7786,3.2799,1.5745,1.6415,0.002196581,13.79999965,0,0.359739304,0,0,0
0,1,0,3.8778,3.4514,0.8892,1.8414,0.00283666,13.79999965,0,0.879912972,0,0,0
0,0,0,3.8778,3.4514,0.8892,1.8414,0.00283666,13.79999965,0,0.879912972,0,0,0
0,0,0,3.8778,3.4514,0.8892,1.8414,0.00283666,13.79999965,0,0.879912972,1,0,0
0,1,1,3.9013,4.0467,1.4805,2.5375,0.001999334,13.79999965,0,0.423456848,0,1,0
0,0,1,3.9013,4.0467,1.4805,2.5375,0.001999334,13.79999965,0,0.423456848,0,1,0
0,1,0,3.9013,4.0467,1.4805,2.5375,0.001999334,13.79999965,0,0.423456848,1,1,0
0,1,0,3.9426,3.3102,0.4725,1.6485,0.002358849,13.79999965,0,0.457603276,0,0,0
0,0,0,3.9426,3.3102,0.4725,1.6485,0.002358849,13.79999965,0,0.457603276,0,0,0
0,0,1,3.9426,3.3102,0.4725,1.6485,0.002358849,13.79999965,0,0.457603276,1,0,0
0,0,1,3.7443,3.2758,0.0469,1.5555,0.001308656,13.79999965,0,0.383212209,0,0,0
0,1,0,3.7443,3.2758,0.0469,1.5555,0.001308656,13.79999965,0,0.383212209,0,0,0
0,1,0,3.7443,3.2758,0.0469,1.5555,0.001308656,13.79999965,0,0.383212209,1,0,0
0,0,1,3.8877,3.7167,0.4646,1.573,0.002520771,13.79999965,0,0.474776983,0,0,0
0,0,1,3.8877,3.7167,0.4646,1.573,0.002520771,13.79999965,0,0.474776983,0,0,0
0,1,0,3.8877,3.7167,0.4646,1.573,0.002520771,13.79999965,0,0.474776983,1,0,0
0,1,0,3.8022,4.7601,3.0934,1.9869,0.004865604,13.79999965,0,0.653033078,0,0,0
0,0,1,3.8022,4.7601,3.0934,1.9869,0.004865604,13.79999965,0,0.653033078,0,1,0
0,0,1,3.8022,4.7601,3.0934,1.9869,0.004865604,13.79999965,0,0.653033078,1,1,0
0,0,0,3.9163,3.0093,1.494,1.5586,0.010060516,13.79999965,0,0.994391203,0,1,0
0,0,0,3.9163,3.0093,1.494,1.5586,0.010060516,13.79999965,0,0.994391203,0,1,0
0,0,1,3.9163,3.0093,1.494,1.5586,0.010060516,13.79999965,0,0.994391203,1,1,0
0,1,0,3.8278,3.8142,0.9103,1.5729,0.001698103,13.79999965,0,0.241359219,0,0,0
0,0,0,3.8278,3.8142,0.9103,1.5729,0.001698103,13.79999965,0,0.241359219,0,0,0
0,0,1,3.8924,3.2776,0.1011,1.1834,0.002671873,13.79999965,0,0.538593471,0,0,0
0,1,0,3.8924,3.2776,0.1011,1.1834,0.002671873,13.79999965,0,0.538593471,0,0,0
0,1,1,3.8924,3.2776,0.1011,1.1834,0.002671873,13.79999965,0,0.538593471,1,0,0
0,1,1,3.6579,3.4156,1.1042,1.5567,0.001886328,13.79999965,0,0.157391548,0,0,0
0,0,0,3.6579,3.4156,1.1042,1.5567,0.001886328,13.79999965,0,0.157391548,1,0,0
1,0,0,21.4896,4.296,1.5457,2.9318,0.607354283,26.10000074,0,1,1,1,0
1,1,0,10.7471,4.6003,1.7814,3.0598,0.598961592,26.10000074,0,1,0,1,0
1,1,0,10.7425,4.0347,1.3121,2.7984,0.615750551,26.10000074,0,1,0,1,0
0,0,0,21.9615,5.0094,1.7722,2.8059,0.039009176,26.10000074,0,1,1,1,0
0,0,0,21.5666,6.9182,1.889,5.0476,0.118957087,26.10000074,0,1,1,1,0
0,1,0,21.598,4.9175,1.9512,2.4158,0.006005186,26.10000074,0,1,1,1,0
0,1,0,21.6235,4.7072,1.5354,2.275,0.043244619,26.10000074,0,1,1,1,0
0,1,0,21.8794,3.926,1.0576,2.0265,0.019118439,26.10000074,1,1,1,1,0
1,0,1,21.3637,4.4724,1.5967,2.6408,0.624933898,26.10000074,0,1,1,1,0
0,1,0,10.907,5.246,2.0236,2.9593,0.016053909,26.10000074,0,1,0,1,0
0,1,1,11.0545,4.6835,1.7065,2.6223,0.061658148,26.10000074,0,1,0,1,0
0,1,0,10.7252,7.942,2.2843,4.7801,0.031356059,26.10000074,0,1,0,0,0
1,1,0,21.4421,3.7169,1.7176,2.17,0.668773115,26.10000074,0,1,1,1,0
0,0,0,10.8414,5.9411,1.8307,5.3646,0.205619201,26.10000074,0,1,0,1,0
0,0,0,21.4723,5.1451,1.8819,2.5482,0.126721397,26.10000074,0,0.998786032,1,1,0
0,1,0,21.4229,5.7934,2.1148,2.6623,0.314028442,26.10000074,0,0.996804178,1,1,0
0,1,0,21.3746,6.2865,2.6041,3.3758,0.036061496,26.10000074,0,1,1,0,0
0,1,0,10.8843,4.6979,1.9522,2.1813,0.035950866,26.10000074,0,1,0,1,0
0,0,0,21.6776,5.5916,1.796,2.7077,0.060495626,26.10000074,0,0.996628344,1,1,0
0,1,1,10.9507,3.8884,1.1897,2.0046,0.008273444,26.10000074,1,1,0,1,0
0,0,1,21.3663,7.4706,2.3046,3.7832,0.035602797,26.10000074,0,1,1,0,0
0,1,1,21.3367,7.0598,1.7368,3.0857,0.022632366,26.10000074,0,0.798868716,1,0,0
0,1,1,21.3086,7.6424,4.1669,3.7627,0.010197761,26.10000074,0,0.948688686,1,0,0
1,0,0,10.702,4.5322,1.7864,2.666,0.623733878,26.10000074,0,1,0,1,0
0,0,1,21.3609,6.9607,2.4446,3.6518,0.014517179,26.10000074,0,0.99539268,1,0,0
0,1,0,10.6617,4.4173,1.4087,2.6152,0.626138449,26.10000074,0,1,0,1,0
0,0,0,21.4142,7.1059,2.584,3.0906,0.024530452,26.10000074,0,0.997464776,1,0,0
1,1,0,10.6711,4.3876,1.704,2.3957,0.602843165,26.10000074,0,1,0,1,0
0,0,1,21.4424,6.9171,2.4535,4.8149,0.018351492,26.10000074,0,0.996933699,1,1,0
1,1,0,10.6955,4.1362,1.4378,2.2014,0.597756088,26.10000074,0,1,0,1,0
0,0,1,21.6748,5.3101,1.5407,3.6015,0.143355414,26.10000074,0,0.994865954,1,1,0
0,1,0,21.523,6.2135,1.8173,2.7536,0.058769688,26.10000074,0,0.97479856,1,1,0
0,1,0,21.3022,6.3378,2.2427,2.717,0.007248078,26.10000074,0,0.867728949,1,0,0
1,1,0,10.7054,3.6016,1.6829,2.1192,0.686083674,26.10000074,0,1,0,1,0
0,0,1,21.5177,4.0146,1.2418,2.1405,0.133150846,26.10000074,0,0.960407555,1,0,0
0,1,0,21.3614,5.1027,1.4236,2.3469,0.032708529,26.10000074,0,0.774802923,1,0,0
0,0,1,21.3923,3.9879,1.2026,2.116,0.057932064,26.10000074,0,0.758977056,1,1,0
0,0,1,10.6743,6.2407,1.8048,2.5843,0.023739262,26.10000074,0,0.996454,0,1,0
0,0,0,21.2835,4.2955,1.4882,2.2094,0.036056101,26.10000074,0,0.593652725,1,0,0
1,0,1,10.7486,5.2731,2.1257,2.8784,0.602311015,26.10000074,0,0.99715203,0,1,0
0,1,1,21.2746,4.4371,0.8607,2.0898,0.010355071,26.10000074,0,0.671935201,1,0,0
0,0,0,21.5553,4.7294,1.6922,2.8185,0.212592721,26.10000074,0,1,1,1,0
0,0,0,21.4698,4.5519,1.5493,2.3201,0.23567988,26.10000074,0,0.84537065,1,1,0
0,0,1,10.6561,6.2464,2.1971,3.3787,0.037865635,26.10000074,0,1,0,0,0
0,0,1,21.2541,7.6125,2.8264,3.4018,0.013423291,26.10000074,0,0.965266585,1,0,0
0,1,0,10.7185,6.3328,3.016,3.3728,0.034267854,26.10000074,0,1,0,0,0
0,1,1,21.5803,5.8296,1.7414,2.6216,0.079104558,26.10000074,0,0.986521959,1,1,0
0,1,0,10.8653,4.9795,1.6165,2.5387,0.068355225,26.10000074,0,0.99506706,0,1,0
0,0,0,21.5461,5.0301,1.6722,2.3428,0.182297498,26.10000074,0,0.966248155,1,1,0
0,1,0,10.8123,6.1244,2.0127,2.8386,0.052597504,26.10000074,1,0.998052597,0,1,0
0,0,1,21.302,4.6785,1.6302,2.2612,0.047587082,26.10000074,0,0.686500609,1,0,0
0,0,0,10.7534,6.1471,1.924,2.9665,0.041038178,26.10000074,0,1,0,0,0
0,1,1,21.3082,4.1926,1.1657,2.0695,0.032841817,26.10000074,0,0.522049665,1,0,0
0,1,1,10.7288,5.9828,1.6896,2.8651,0.014270002,26.10000074,0,1,0,0,0
0,1,0,21.3739,3.503,1.0254,1.9793,0.14264594,26.10000074,0,0.898495734,1,1,0
0,1,1,10.6972,6.6093,2.1046,3.757,0.039019559,26.10000074,0,1,0,0,0
0,1,0,21.2336,3.51,0.9044,1.745,0.025845831,26.10000074,0,0.48346141,1,1,0
0,1,0,21.4006,7.5367,2.6896,3.4702,0.037886787,26.10000074,0,0.998053432,1,0,0
0,1,0,10.6893,7.1288,1.8019,3.2281,0.022761079,26.10000074,0,0.890611947,0,0,0
0,1,0,21.1897,3.5666,1.2481,1.7619,0.024738437,26.10000074,0,0.486389518,1,1,0
0,0,1,10.6474,7.0074,1.6596,2.9497,0.022503147,26.10000074,0,0.702675402,0,0,0
0,0,0,10.6686,8.5786,3.5471,4.0551,0.013338207,26.10000074,0,0.96849817,0,0,0
0,0,1,21.2971,3.9118,1.2213,2.0138,0.096459143,26.10000074,0,0.650300503,1,0,0
0,1,1,10.64,6.9262,4.9987,3.4876,0.007048872,26.10000074,0,0.930774331,0,0,0
0,1,1,21.4745,3.3089,1.0892,1.9141,0.134731889,26.10000074,0,0.844498038,1,1,0
0,1,0,10.6586,6.8026,2.527,3.4429,0.010695589,26.10000074,0,1,0,0,0
0,0,1,21.2432,4.6358,1.1915,2.2202,0.025156286,26.10000074,0,0.560267389,1,0,0
0,0,0,10.7023,7.1006,2.3863,3.8813,0.018323164,26.10000074,0,0.990483105,0,0,0
0,0,1,21.213,3.4105,1.0452,1.7192,0.031391129,26.10000074,0,0.507875741,1,0,0
0,1,1,10.7105,7.6867,2.7963,3.1549,0.022081135,26.10000074,0,0.994565368,0,0,0
